transaction_id,transaction_date,transaction_time,store_id,store_location,product_id,transaction_qty,unit_price,Total_Bill,product_category,product_type,product_detail,Size,Month Name,Day Name,Hour,Month,Day of Week
107415,25-05-2023,12:43:11,5,Lower Manhattan,57,3,3.1,9.3,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Large,May,Thursday,12,5,3
107416,25-05-2023,12:44:42,3,Astoria,31,1,2.2,2.2,Coffee,Gourmet brewed coffee,Ethiopia,Small,May,Thursday,12,5,3
107417,25-05-2023,12:45:25,3,Astoria,61,2,4.75,9.5,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Large,May,Thursday,12,5,3
107418,25-05-2023,12:45:47,3,Astoria,35,1,3.1,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River,Regular,May,Thursday,12,5,3
107419,25-05-2023,12:47:08,3,Astoria,59,2,4.5,9,Drinking Chocolate,Hot chocolate,Dark chocolate,Large,May,Thursday,12,5,3
107420,25-05-2023,12:47:47,3,Astoria,38,1,3.75,3.75,Coffee,Barista Espresso,Latte,Not Defined,May,Thursday,12,5,3
107421,25-05-2023,12:47:55,5,Lower Manhattan,30,2,3,6,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Large,May,Thursday,12,5,3
107422,25-05-2023,12:47:55,5,Lower Manhattan,71,1,3.75,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,May,Thursday,12,5,3
107423,25-05-2023,12:48:34,3,Astoria,33,1,3.5,3.5,Coffee,Gourmet brewed coffee,Ethiopia,Large,May,Thursday,12,5,3
107424,25-05-2023,12:50:45,8,Hell's Kitchen,53,2,3,6,Tea,Brewed Chai tea,Traditional Blend Chai,Large,May,Thursday,12,5,3
107425,25-05-2023,12:51:26,8,Hell's Kitchen,87,2,2.1,4.2,Coffee,Barista Espresso,Ouro Brasileiro shot,Not Defined,May,Thursday,12,5,3
107426,25-05-2023,12:51:26,8,Hell's Kitchen,72,2,3.25,6.5,Bakery,Scone,Ginger Scone,Not Defined,May,Thursday,12,5,3
107427,25-05-2023,12:51:52,8,Hell's Kitchen,37,2,3,6,Coffee,Barista Espresso,Espresso shot,Not Defined,May,Thursday,12,5,3
107428,25-05-2023,12:52:09,8,Hell's Kitchen,37,2,3,6,Coffee,Barista Espresso,Espresso shot,Not Defined,May,Thursday,12,5,3
107429,25-05-2023,12:54:55,3,Astoria,53,1,3,3,Tea,Brewed Chai tea,Traditional Blend Chai,Large,May,Thursday,12,5,3
107430,25-05-2023,12:58:35,5,Lower Manhattan,29,1,2.5,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Regular,May,Thursday,12,5,3
107431,25-05-2023,12:58:35,5,Lower Manhattan,83,1,14,14,Branded,Housewares,I Need My Bean! Latte cup,Not Defined,May,Thursday,12,5,3
107432,25-05-2023,12:58:37,5,Lower Manhattan,49,1,3,3,Tea,Brewed Black tea,English Breakfast,Large,May,Thursday,12,5,3
107433,25-05-2023,12:59:44,5,Lower Manhattan,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Thursday,12,5,3
107434,25-05-2023,13:00:07,3,Astoria,36,2,3.75,7.5,Coffee,Premium brewed coffee,Jamaican Coffee River,Large,May,Thursday,13,5,3
107435,25-05-2023,13:00:07,3,Astoria,72,1,3.25,3.25,Bakery,Scone,Ginger Scone,Not Defined,May,Thursday,13,5,3
107436,25-05-2023,13:02:20,5,Lower Manhattan,38,2,3.75,7.5,Coffee,Barista Espresso,Latte,Not Defined,May,Thursday,13,5,3
107437,25-05-2023,13:02:20,5,Lower Manhattan,65,1,0.8,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Not Defined,May,Thursday,13,5,3
107438,25-05-2023,13:02:42,8,Hell's Kitchen,52,2,2.5,5,Tea,Brewed Chai tea,Traditional Blend Chai,Regular,May,Thursday,13,5,3
107439,25-05-2023,13:02:51,3,Astoria,32,2,3,6,Coffee,Gourmet brewed coffee,Ethiopia,Regular,May,Thursday,13,5,3
107440,25-05-2023,13:02:51,3,Astoria,75,1,3.5,3.5,Bakery,Pastry,Croissant,Not Defined,May,Thursday,13,5,3
107441,25-05-2023,13:03:48,5,Lower Manhattan,56,2,2.55,5.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Regular,May,Thursday,13,5,3
107442,25-05-2023,13:03:49,5,Lower Manhattan,52,3,2.5,7.5,Tea,Brewed Chai tea,Traditional Blend Chai,Regular,May,Thursday,13,5,3
107443,25-05-2023,13:03:49,5,Lower Manhattan,78,1,4.5,4.5,Bakery,Scone,Scottish Cream Scone,Not Defined,May,Thursday,13,5,3
107444,25-05-2023,13:04:27,5,Lower Manhattan,38,2,3.75,7.5,Coffee,Barista Espresso,Latte,Not Defined,May,Thursday,13,5,3
107445,25-05-2023,13:04:27,5,Lower Manhattan,64,1,0.8,0.8,Flavours,Regular syrup,Hazelnut syrup,Not Defined,May,Thursday,13,5,3
107446,25-05-2023,13:04:27,5,Lower Manhattan,76,1,3.5,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Not Defined,May,Thursday,13,5,3
107447,25-05-2023,13:04:58,3,Astoria,30,2,3,6,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Large,May,Thursday,13,5,3
107448,25-05-2023,13:04:58,3,Astoria,71,1,3.75,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,May,Thursday,13,5,3
107449,25-05-2023,13:06:44,3,Astoria,53,2,3,6,Tea,Brewed Chai tea,Traditional Blend Chai,Large,May,Thursday,13,5,3
107450,25-05-2023,13:06:44,3,Astoria,70,1,3.25,3.25,Bakery,Scone,Cranberry Scone,Not Defined,May,Thursday,13,5,3
107451,25-05-2023,13:07:17,5,Lower Manhattan,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Thursday,13,5,3
107452,25-05-2023,13:09:06,3,Astoria,43,2,3,6,Tea,Brewed herbal tea,Lemon Grass,Large,May,Thursday,13,5,3
107453,25-05-2023,13:09:21,3,Astoria,51,1,3,3,Tea,Brewed Black tea,Earl Grey,Large,May,Thursday,13,5,3
107454,25-05-2023,13:09:30,3,Astoria,40,2,3.75,7.5,Coffee,Barista Espresso,Cappuccino,Not Defined,May,Thursday,13,5,3
107455,25-05-2023,13:11:24,3,Astoria,30,1,3,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Large,May,Thursday,13,5,3
107456,25-05-2023,13:11:32,3,Astoria,53,2,3,6,Tea,Brewed Chai tea,Traditional Blend Chai,Large,May,Thursday,13,5,3
107457,25-05-2023,13:11:37,3,Astoria,45,2,3,6,Tea,Brewed herbal tea,Peppermint,Large,May,Thursday,13,5,3
107458,25-05-2023,13:13:02,3,Astoria,32,1,3,3,Coffee,Gourmet brewed coffee,Ethiopia,Regular,May,Thursday,13,5,3
107459,25-05-2023,13:13:02,3,Astoria,75,1,3.5,3.5,Bakery,Pastry,Croissant,Not Defined,May,Thursday,13,5,3
107460,25-05-2023,13:13:19,8,Hell's Kitchen,71,1,3.75,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,May,Thursday,13,5,3
107461,25-05-2023,13:14:47,3,Astoria,27,1,3.5,3.5,Coffee,Organic brewed coffee,Brazilian,Large,May,Thursday,13,5,3
107462,25-05-2023,13:15:05,3,Astoria,58,2,3.5,7,Drinking Chocolate,Hot chocolate,Dark chocolate,Regular,May,Thursday,13,5,3
107463,25-05-2023,13:16:00,3,Astoria,54,2,2.5,5,Tea,Brewed Chai tea,Morning Sunrise Chai,Regular,May,Thursday,13,5,3
107464,25-05-2023,13:16:56,8,Hell's Kitchen,58,1,3.5,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Regular,May,Thursday,13,5,3
107465,25-05-2023,13:17:29,3,Astoria,50,1,2.5,2.5,Tea,Brewed Black tea,Earl Grey,Regular,May,Thursday,13,5,3
107466,25-05-2023,13:20:43,3,Astoria,25,1,2.2,2.2,Coffee,Organic brewed coffee,Brazilian,Small,May,Thursday,13,5,3
107467,25-05-2023,13:20:43,3,Astoria,69,1,3.25,3.25,Bakery,Biscotti,Hazelnut Biscotti,Not Defined,May,Thursday,13,5,3
107468,25-05-2023,13:22:46,3,Astoria,38,1,3.75,3.75,Coffee,Barista Espresso,Latte,Not Defined,May,Thursday,13,5,3
107469,25-05-2023,13:23:18,8,Hell's Kitchen,52,1,2.5,2.5,Tea,Brewed Chai tea,Traditional Blend Chai,Regular,May,Thursday,13,5,3
107470,25-05-2023,13:23:19,3,Astoria,37,1,3,3,Coffee,Barista Espresso,Espresso shot,Not Defined,May,Thursday,13,5,3
107471,25-05-2023,13:23:22,3,Astoria,60,2,3.75,7.5,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Regular,May,Thursday,13,5,3
107472,25-05-2023,13:23:23,8,Hell's Kitchen,40,1,3.75,3.75,Coffee,Barista Espresso,Cappuccino,Not Defined,May,Thursday,13,5,3
107473,25-05-2023,13:26:41,3,Astoria,54,1,2.5,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai,Regular,May,Thursday,13,5,3
107474,25-05-2023,13:26:58,3,Astoria,42,1,2.5,2.5,Tea,Brewed herbal tea,Lemon Grass,Regular,May,Thursday,13,5,3
107475,25-05-2023,13:28:38,3,Astoria,22,1,2,2,Coffee,Drip coffee,Our Old Time Diner Blend,Small,May,Thursday,13,5,3
107476,25-05-2023,13:28:52,3,Astoria,43,1,3,3,Tea,Brewed herbal tea,Lemon Grass,Large,May,Thursday,13,5,3
107477,25-05-2023,13:30:14,8,Hell's Kitchen,22,1,2,2,Coffee,Drip coffee,Our Old Time Diner Blend,Small,May,Thursday,13,5,3
107478,25-05-2023,13:33:22,8,Hell's Kitchen,73,1,3.75,3.75,Bakery,Pastry,Almond Croissant,Not Defined,May,Thursday,13,5,3
107479,25-05-2023,13:35:05,3,Astoria,48,1,2.5,2.5,Tea,Brewed Black tea,English Breakfast,Regular,May,Thursday,13,5,3
107480,25-05-2023,13:35:13,3,Astoria,50,1,2.5,2.5,Tea,Brewed Black tea,Earl Grey,Regular,May,Thursday,13,5,3
107481,25-05-2023,13:35:36,3,Astoria,50,1,2.5,2.5,Tea,Brewed Black tea,Earl Grey,Regular,May,Thursday,13,5,3
107482,25-05-2023,13:36:17,3,Astoria,27,2,3.5,7,Coffee,Organic brewed coffee,Brazilian,Large,May,Thursday,13,5,3
107483,25-05-2023,13:37:31,8,Hell's Kitchen,43,2,3,6,Tea,Brewed herbal tea,Lemon Grass,Large,May,Thursday,13,5,3
107484,25-05-2023,13:38:09,8,Hell's Kitchen,41,2,4.25,8.5,Coffee,Barista Espresso,Cappuccino,Large,May,Thursday,13,5,3
107485,25-05-2023,13:38:53,8,Hell's Kitchen,87,2,2.1,4.2,Coffee,Barista Espresso,Ouro Brasileiro shot,Not Defined,May,Thursday,13,5,3
107486,25-05-2023,13:38:53,8,Hell's Kitchen,72,2,3.25,6.5,Bakery,Scone,Ginger Scone,Not Defined,May,Thursday,13,5,3
107487,25-05-2023,13:40:30,8,Hell's Kitchen,31,2,2.2,4.4,Coffee,Gourmet brewed coffee,Ethiopia,Small,May,Thursday,13,5,3
107488,25-05-2023,13:42:16,8,Hell's Kitchen,24,1,3,3,Coffee,Drip coffee,Our Old Time Diner Blend,Large,May,Thursday,13,5,3
107489,25-05-2023,13:45:11,8,Hell's Kitchen,39,2,4.25,8.5,Coffee,Barista Espresso,Latte,Regular,May,Thursday,13,5,3
107490,25-05-2023,13:45:33,3,Astoria,29,1,2.5,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Regular,May,Thursday,13,5,3
107491,25-05-2023,13:46:02,3,Astoria,54,2,2.5,5,Tea,Brewed Chai tea,Morning Sunrise Chai,Regular,May,Thursday,13,5,3
107492,25-05-2023,13:46:57,5,Lower Manhattan,52,1,2.5,2.5,Tea,Brewed Chai tea,Traditional Blend Chai,Regular,May,Thursday,13,5,3
107493,25-05-2023,13:46:57,5,Lower Manhattan,78,1,4.5,4.5,Bakery,Scone,Scottish Cream Scone,Not Defined,May,Thursday,13,5,3
107494,25-05-2023,13:47:03,5,Lower Manhattan,55,1,4,4,Tea,Brewed Chai tea,Morning Sunrise Chai,Large,May,Thursday,13,5,3
107495,25-05-2023,13:47:03,5,Lower Manhattan,76,1,3.5,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Not Defined,May,Thursday,13,5,3
107496,25-05-2023,13:47:20,3,Astoria,57,1,3.1,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Large,May,Thursday,13,5,3
107497,25-05-2023,13:47:54,3,Astoria,60,2,3.75,7.5,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Regular,May,Thursday,13,5,3
107498,25-05-2023,13:47:54,3,Astoria,79,1,3.75,3.75,Bakery,Scone,Jumbo Savory Scone,Not Defined,May,Thursday,13,5,3
107499,25-05-2023,13:48:26,5,Lower Manhattan,32,1,3,3,Coffee,Gourmet brewed coffee,Ethiopia,Regular,May,Thursday,13,5,3
107500,25-05-2023,13:49:15,5,Lower Manhattan,25,2,2.2,4.4,Coffee,Organic brewed coffee,Brazilian,Small,May,Thursday,13,5,3
107501,25-05-2023,13:49:15,5,Lower Manhattan,71,1,3.75,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,May,Thursday,13,5,3
107502,25-05-2023,13:51:41,5,Lower Manhattan,50,3,2.5,7.5,Tea,Brewed Black tea,Earl Grey,Regular,May,Thursday,13,5,3
107503,25-05-2023,13:52:06,3,Astoria,27,2,3.5,7,Coffee,Organic brewed coffee,Brazilian,Large,May,Thursday,13,5,3
107504,25-05-2023,13:52:07,3,Astoria,56,2,2.55,5.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Regular,May,Thursday,13,5,3
107505,25-05-2023,13:52:28,8,Hell's Kitchen,29,2,2.5,5,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Regular,May,Thursday,13,5,3
107506,25-05-2023,13:53:24,3,Astoria,24,1,3,3,Coffee,Drip coffee,Our Old Time Diner Blend,Large,May,Thursday,13,5,3
107507,25-05-2023,13:53:24,3,Astoria,77,1,3,3,Bakery,Scone,Oatmeal Scone,Not Defined,May,Thursday,13,5,3
107508,25-05-2023,13:54:06,5,Lower Manhattan,60,1,3.75,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Regular,May,Thursday,13,5,3
107509,25-05-2023,13:54:42,5,Lower Manhattan,46,3,2.5,7.5,Tea,Brewed Green tea,Serenity Green Tea,Regular,May,Thursday,13,5,3
107510,25-05-2023,13:54:57,3,Astoria,53,1,3,3,Tea,Brewed Chai tea,Traditional Blend Chai,Large,May,Thursday,13,5,3
107511,25-05-2023,13:57:24,3,Astoria,59,2,4.5,9,Drinking Chocolate,Hot chocolate,Dark chocolate,Large,May,Thursday,13,5,3
107512,25-05-2023,13:57:59,8,Hell's Kitchen,52,2,2.5,5,Tea,Brewed Chai tea,Traditional Blend Chai,Regular,May,Thursday,13,5,3
107513,25-05-2023,13:59:11,8,Hell's Kitchen,28,2,2,4,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Small,May,Thursday,13,5,3
107514,25-05-2023,14:01:25,3,Astoria,58,2,3.5,7,Drinking Chocolate,Hot chocolate,Dark chocolate,Regular,May,Thursday,14,5,3
107515,25-05-2023,14:01:31,8,Hell's Kitchen,6,1,21,21,Coffee beans,Gourmet Beans,Ethiopia,Not Defined,May,Thursday,14,5,3
107516,25-05-2023,14:01:38,3,Astoria,46,2,2.5,5,Tea,Brewed Green tea,Serenity Green Tea,Regular,May,Thursday,14,5,3
107517,25-05-2023,14:06:44,8,Hell's Kitchen,55,2,4,8,Tea,Brewed Chai tea,Morning Sunrise Chai,Large,May,Thursday,14,5,3
107518,25-05-2023,14:07:36,5,Lower Manhattan,50,3,2.5,7.5,Tea,Brewed Black tea,Earl Grey,Regular,May,Thursday,14,5,3
107519,25-05-2023,14:07:58,8,Hell's Kitchen,46,2,2.5,5,Tea,Brewed Green tea,Serenity Green Tea,Regular,May,Thursday,14,5,3
107520,25-05-2023,14:11:48,8,Hell's Kitchen,34,1,2.45,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River,Small,May,Thursday,14,5,3
107521,25-05-2023,14:12:43,3,Astoria,58,1,3.5,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Regular,May,Thursday,14,5,3
107522,25-05-2023,14:13:37,3,Astoria,28,2,2,4,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Small,May,Thursday,14,5,3
107523,25-05-2023,14:14:03,3,Astoria,43,2,3,6,Tea,Brewed herbal tea,Lemon Grass,Large,May,Thursday,14,5,3
107524,25-05-2023,14:16:56,3,Astoria,44,1,2.5,2.5,Tea,Brewed herbal tea,Peppermint,Regular,May,Thursday,14,5,3
107525,25-05-2023,14:18:18,8,Hell's Kitchen,46,1,2.5,2.5,Tea,Brewed Green tea,Serenity Green Tea,Regular,May,Thursday,14,5,3
107526,25-05-2023,14:18:30,8,Hell's Kitchen,29,2,2.5,5,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Regular,May,Thursday,14,5,3
107527,25-05-2023,14:18:33,3,Astoria,54,2,2.5,5,Tea,Brewed Chai tea,Morning Sunrise Chai,Regular,May,Thursday,14,5,3
107528,25-05-2023,14:18:33,3,Astoria,79,1,3.75,3.75,Bakery,Scone,Jumbo Savory Scone,Not Defined,May,Thursday,14,5,3
107529,25-05-2023,14:20:05,5,Lower Manhattan,52,1,2.5,2.5,Tea,Brewed Chai tea,Traditional Blend Chai,Regular,May,Thursday,14,5,3
107530,25-05-2023,14:20:25,3,Astoria,41,2,4.25,8.5,Coffee,Barista Espresso,Cappuccino,Large,May,Thursday,14,5,3
107531,25-05-2023,14:21:11,5,Lower Manhattan,44,2,2.5,5,Tea,Brewed herbal tea,Peppermint,Regular,May,Thursday,14,5,3
107532,25-05-2023,14:23:40,5,Lower Manhattan,87,1,3,3,Coffee,Barista Espresso,Ouro Brasileiro shot,Not Defined,May,Thursday,14,5,3
107533,25-05-2023,14:26:40,8,Hell's Kitchen,44,1,2.5,2.5,Tea,Brewed herbal tea,Peppermint,Regular,May,Thursday,14,5,3
107534,25-05-2023,14:27:18,8,Hell's Kitchen,30,1,3,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Large,May,Thursday,14,5,3
107535,25-05-2023,14:28:39,3,Astoria,48,1,2.5,2.5,Tea,Brewed Black tea,English Breakfast,Regular,May,Thursday,14,5,3
107536,25-05-2023,14:31:12,3,Astoria,22,1,2,2,Coffee,Drip coffee,Our Old Time Diner Blend,Small,May,Thursday,14,5,3
107537,25-05-2023,14:31:34,3,Astoria,45,2,3,6,Tea,Brewed herbal tea,Peppermint,Large,May,Thursday,14,5,3
107538,25-05-2023,14:32:27,8,Hell's Kitchen,11,1,8.95,8.95,Loose Tea,Herbal tea,Lemon Grass,Not Defined,May,Thursday,14,5,3
107539,25-05-2023,14:35:22,3,Astoria,24,2,3,6,Coffee,Drip coffee,Our Old Time Diner Blend,Large,May,Thursday,14,5,3
107540,25-05-2023,14:37:06,5,Lower Manhattan,22,1,2,2,Coffee,Drip coffee,Our Old Time Diner Blend,Small,May,Thursday,14,5,3
107541,25-05-2023,14:39:48,8,Hell's Kitchen,57,1,3.1,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Large,May,Thursday,14,5,3
107542,25-05-2023,14:40:44,3,Astoria,54,1,2.5,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai,Regular,May,Thursday,14,5,3
107543,25-05-2023,14:41:21,8,Hell's Kitchen,41,2,4.25,8.5,Coffee,Barista Espresso,Cappuccino,Large,May,Thursday,14,5,3
107544,25-05-2023,14:44:48,8,Hell's Kitchen,54,2,2.5,5,Tea,Brewed Chai tea,Morning Sunrise Chai,Regular,May,Thursday,14,5,3
107545,25-05-2023,14:46:23,3,Astoria,47,1,3,3,Tea,Brewed Green tea,Serenity Green Tea,Large,May,Thursday,14,5,3
107546,25-05-2023,14:47:21,5,Lower Manhattan,47,1,3,3,Tea,Brewed Green tea,Serenity Green Tea,Large,May,Thursday,14,5,3
107547,25-05-2023,14:51:22,3,Astoria,57,2,3.1,6.2,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Large,May,Thursday,14,5,3
107548,25-05-2023,14:51:22,3,Astoria,74,1,3.5,3.5,Bakery,Biscotti,Ginger Biscotti,Not Defined,May,Thursday,14,5,3
107549,25-05-2023,14:53:00,5,Lower Manhattan,33,2,3.5,7,Coffee,Gourmet brewed coffee,Ethiopia,Large,May,Thursday,14,5,3
107550,25-05-2023,14:53:36,5,Lower Manhattan,56,3,2.55,7.65,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Regular,May,Thursday,14,5,3
107551,25-05-2023,14:54:03,3,Astoria,38,1,3.75,3.75,Coffee,Barista Espresso,Latte,Not Defined,May,Thursday,14,5,3
107552,25-05-2023,14:54:46,3,Astoria,59,1,4.5,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Large,May,Thursday,14,5,3
107553,25-05-2023,14:54:59,3,Astoria,38,1,3.75,3.75,Coffee,Barista Espresso,Latte,Not Defined,May,Thursday,14,5,3
107554,25-05-2023,14:55:44,3,Astoria,43,1,3,3,Tea,Brewed herbal tea,Lemon Grass,Large,May,Thursday,14,5,3
107555,25-05-2023,14:57:54,8,Hell's Kitchen,22,2,2,4,Coffee,Drip coffee,Our Old Time Diner Blend,Small,May,Thursday,14,5,3
107556,25-05-2023,14:59:39,8,Hell's Kitchen,52,2,2.5,5,Tea,Brewed Chai tea,Traditional Blend Chai,Regular,May,Thursday,14,5,3
107557,25-05-2023,15:00:27,3,Astoria,42,1,2.5,2.5,Tea,Brewed herbal tea,Lemon Grass,Regular,May,Thursday,15,5,3
107558,25-05-2023,15:03:35,3,Astoria,32,1,3,3,Coffee,Gourmet brewed coffee,Ethiopia,Regular,May,Thursday,15,5,3
107559,25-05-2023,15:04:36,3,Astoria,40,1,3.75,3.75,Coffee,Barista Espresso,Cappuccino,Not Defined,May,Thursday,15,5,3
107560,25-05-2023,15:04:48,5,Lower Manhattan,55,3,4,12,Tea,Brewed Chai tea,Morning Sunrise Chai,Large,May,Thursday,15,5,3
107561,25-05-2023,15:05:32,8,Hell's Kitchen,54,1,2.5,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai,Regular,May,Thursday,15,5,3
107562,25-05-2023,15:06:48,8,Hell's Kitchen,25,2,2.2,4.4,Coffee,Organic brewed coffee,Brazilian,Small,May,Thursday,15,5,3
107563,25-05-2023,15:09:42,3,Astoria,45,2,3,6,Tea,Brewed herbal tea,Peppermint,Large,May,Thursday,15,5,3
107564,25-05-2023,15:09:44,5,Lower Manhattan,31,2,2.2,4.4,Coffee,Gourmet brewed coffee,Ethiopia,Small,May,Thursday,15,5,3
107565,25-05-2023,15:09:44,5,Lower Manhattan,78,1,4.5,4.5,Bakery,Scone,Scottish Cream Scone,Not Defined,May,Thursday,15,5,3
107566,25-05-2023,15:09:53,3,Astoria,42,1,2.5,2.5,Tea,Brewed herbal tea,Lemon Grass,Regular,May,Thursday,15,5,3
107567,25-05-2023,15:09:53,3,Astoria,70,1,3.25,3.25,Bakery,Scone,Cranberry Scone,Not Defined,May,Thursday,15,5,3
107568,25-05-2023,15:11:11,8,Hell's Kitchen,46,2,2.5,5,Tea,Brewed Green tea,Serenity Green Tea,Regular,May,Thursday,15,5,3
107569,25-05-2023,15:12:52,3,Astoria,35,1,3.1,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River,Regular,May,Thursday,15,5,3
107570,25-05-2023,15:14:09,3,Astoria,59,2,4.5,9,Drinking Chocolate,Hot chocolate,Dark chocolate,Large,May,Thursday,15,5,3
107571,25-05-2023,15:15:23,5,Lower Manhattan,57,1,3.1,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Large,May,Thursday,15,5,3
107572,25-05-2023,15:15:49,3,Astoria,29,2,2.5,5,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Regular,May,Thursday,15,5,3
107573,25-05-2023,15:16:52,5,Lower Manhattan,23,3,2.5,7.5,Coffee,Drip coffee,Our Old Time Diner Blend,Regular,May,Thursday,15,5,3
107574,25-05-2023,15:19:49,5,Lower Manhattan,25,3,2.2,6.6,Coffee,Organic brewed coffee,Brazilian,Small,May,Thursday,15,5,3
107575,25-05-2023,15:21:24,5,Lower Manhattan,33,3,3.5,10.5,Coffee,Gourmet brewed coffee,Ethiopia,Large,May,Thursday,15,5,3
107576,25-05-2023,15:22:04,8,Hell's Kitchen,78,1,4.5,4.5,Bakery,Scone,Scottish Cream Scone,Not Defined,May,Thursday,15,5,3
107577,25-05-2023,15:22:04,8,Hell's Kitchen,15,1,9.25,9.25,Loose Tea,Green tea,Serenity Green Tea,Not Defined,May,Thursday,15,5,3
107578,25-05-2023,15:22:59,3,Astoria,59,1,4.5,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Large,May,Thursday,15,5,3
107579,25-05-2023,15:22:59,3,Astoria,71,1,3.75,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,May,Thursday,15,5,3
107580,25-05-2023,15:25:19,5,Lower Manhattan,51,2,3,6,Tea,Brewed Black tea,Earl Grey,Large,May,Thursday,15,5,3
107581,25-05-2023,15:26:34,3,Astoria,37,2,3,6,Coffee,Barista Espresso,Espresso shot,Not Defined,May,Thursday,15,5,3
107582,25-05-2023,15:26:34,3,Astoria,72,1,3.25,3.25,Bakery,Scone,Ginger Scone,Not Defined,May,Thursday,15,5,3
107583,25-05-2023,15:26:34,3,Astoria,34,1,2.45,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River,Small,May,Thursday,15,5,3
107584,25-05-2023,15:26:34,3,Astoria,73,1,3.75,3.75,Bakery,Pastry,Almond Croissant,Not Defined,May,Thursday,15,5,3
107585,25-05-2023,15:27:10,5,Lower Manhattan,32,1,3,3,Coffee,Gourmet brewed coffee,Ethiopia,Regular,May,Thursday,15,5,3
107586,25-05-2023,15:30:24,3,Astoria,31,2,2.2,4.4,Coffee,Gourmet brewed coffee,Ethiopia,Small,May,Thursday,15,5,3
107587,25-05-2023,15:31:05,5,Lower Manhattan,27,1,3.5,3.5,Coffee,Organic brewed coffee,Brazilian,Large,May,Thursday,15,5,3
107588,25-05-2023,15:32:43,3,Astoria,26,1,3,3,Coffee,Organic brewed coffee,Brazilian,Regular,May,Thursday,15,5,3
107589,25-05-2023,15:35:55,8,Hell's Kitchen,87,1,2.1,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot,Not Defined,May,Thursday,15,5,3
107590,25-05-2023,15:35:55,8,Hell's Kitchen,72,1,3.25,3.25,Bakery,Scone,Ginger Scone,Not Defined,May,Thursday,15,5,3
107591,25-05-2023,15:36:38,3,Astoria,49,1,3,3,Tea,Brewed Black tea,English Breakfast,Large,May,Thursday,15,5,3
107592,25-05-2023,15:36:38,3,Astoria,69,1,3.25,3.25,Bakery,Biscotti,Hazelnut Biscotti,Not Defined,May,Thursday,15,5,3
107593,25-05-2023,15:36:40,3,Astoria,30,1,3,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Large,May,Thursday,15,5,3
107594,25-05-2023,15:37:18,3,Astoria,57,1,3.1,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Large,May,Thursday,15,5,3
107595,25-05-2023,15:37:29,5,Lower Manhattan,44,3,2.5,7.5,Tea,Brewed herbal tea,Peppermint,Regular,May,Thursday,15,5,3
107596,25-05-2023,15:37:29,5,Lower Manhattan,76,1,3.5,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Not Defined,May,Thursday,15,5,3
